Sexo;Municipios;Nacionalidad (español/extranjero);Edad (grandes grupos);Total
Hombres;37079-Canillas de Abajo;españoles;Menores de 16 años;0
Hombres;37079-Canillas de Abajo;españoles;De 16 a 64 años;39
Hombres;37079-Canillas de Abajo;españoles;De 65 y más años;15
Hombres;37079-Canillas de Abajo;extranjeros;Total;0
Hombres;37079-Canillas de Abajo;extranjeros;Menores de 16 años;0
Hombres;37079-Canillas de Abajo;extranjeros;De 16 a 64 años;0
Hombres;37079-Canillas de Abajo;extranjeros;De 65 y más años;0
Hombres;37080-Cantagallo;Total;Total;139
Hombres;37080-Cantagallo;Total;Menores de 16 años;21
Hombres;37080-Cantagallo;Total;De 16 a 64 años;85
Hombres;37080-Cantagallo;Total;De 65 y más años;33
Hombres;37080-Cantagallo;españoles;Total;138
Hombres;37080-Cantagallo;españoles;Menores de 16 años;21
Hombres;37080-Cantagallo;españoles;De 16 a 64 años;85
Hombres;37080-Cantagallo;españoles;De 65 y más años;32
Hombres;37080-Cantagallo;extranjeros;Total;1
Hombres;37080-Cantagallo;extranjeros;Menores de 16 años;0
Hombres;37080-Cantagallo;extranjeros;De 16 a 64 años;0
Hombres;37080-Cantagallo;extranjeros;De 65 y más años;1
Hombres;37081-Cantalapiedra;Total;Total;518
Hombres;37081-Cantalapiedra;Total;Menores de 16 años;49
Hombres;37081-Cantalapiedra;Total;De 16 a 64 años;311
Hombres;37081-Cantalapiedra;Total;De 65 y más años;158
Hombres;37081-Cantalapiedra;españoles;Total;516
Hombres;37081-Cantalapiedra;españoles;Menores de 16 años;49
Hombres;37081-Cantalapiedra;españoles;De 16 a 64 años;309
Hombres;37081-Cantalapiedra;españoles;De 65 y más años;158
Hombres;37081-Cantalapiedra;extranjeros;Total;2
Hombres;37081-Cantalapiedra;extranjeros;Menores de 16 años;0
Hombres;37081-Cantalapiedra;extranjeros;De 16 a 64 años;2
Hombres;37081-Cantalapiedra;extranjeros;De 65 y más años;0
Hombres;37082-Cantalpino;Total;Total;482
Hombres;37082-Cantalpino;Total;Menores de 16 años;52
Hombres;37082-Cantalpino;Total;De 16 a 64 años;283
Hombres;37082-Cantalpino;Total;De 65 y más años;147
Hombres;37082-Cantalpino;españoles;Total;467
Hombres;37082-Cantalpino;españoles;Menores de 16 años;48
Hombres;37082-Cantalpino;españoles;De 16 a 64 años;273
Hombres;37082-Cantalpino;españoles;De 65 y más años;146
Hombres;37082-Cantalpino;extranjeros;Total;15
Hombres;37082-Cantalpino;extranjeros;Menores de 16 años;4
Hombres;37082-Cantalpino;extranjeros;De 16 a 64 años;10
Hombres;37082-Cantalpino;extranjeros;De 65 y más años;1
Hombres;37083-Cantaracillo;Total;Total;108
Hombres;37083-Cantaracillo;Total;Menores de 16 años;5
Hombres;37083-Cantaracillo;Total;De 16 a 64 años;71
Hombres;37083-Cantaracillo;Total;De 65 y más años;32
Hombres;37083-Cantaracillo;españoles;Total;106
Hombres;37083-Cantaracillo;españoles;Menores de 16 años;5
Hombres;37083-Cantaracillo;españoles;De 16 a 64 años;69
Hombres;37083-Cantaracillo;españoles;De 65 y más años;32
Hombres;37083-Cantaracillo;extranjeros;Total;2
Hombres;37083-Cantaracillo;extranjeros;Menores de 16 años;0
Hombres;37083-Cantaracillo;extranjeros;De 16 a 64 años;2
Hombres;37083-Cantaracillo;extranjeros;De 65 y más años;0
Hombres;37085-Carbajosa de la Sagrada;Total;Total;3.456
Hombres;37085-Carbajosa de la Sagrada;Total;Menores de 16 años;912
Hombres;37085-Carbajosa de la Sagrada;Total;De 16 a 64 años;2.322
Hombres;37085-Carbajosa de la Sagrada;Total;De 65 y más años;222
Hombres;37085-Carbajosa de la Sagrada;españoles;Total;3.391
Hombres;37085-Carbajosa de la Sagrada;españoles;Menores de 16 años;900
Hombres;37085-Carbajosa de la Sagrada;españoles;De 16 a 64 años;2.271
Hombres;37085-Carbajosa de la Sagrada;españoles;De 65 y más años;220
Hombres;37085-Carbajosa de la Sagrada;extranjeros;Total;65
Hombres;37085-Carbajosa de la Sagrada;extranjeros;Menores de 16 años;12
Hombres;37085-Carbajosa de la Sagrada;extranjeros;De 16 a 64 años;51
Hombres;37085-Carbajosa de la Sagrada;extranjeros;De 65 y más años;2
Hombres;37086-Carpio de Azaba;Total;Total;57
Hombres;37086-Carpio de Azaba;Total;Menores de 16 años;2
Hombres;37086-Carpio de Azaba;Total;De 16 a 64 años;41
Hombres;37086-Carpio de Azaba;Total;De 65 y más años;14
Hombres;37086-Carpio de Azaba;españoles;Total;57
Hombres;37086-Carpio de Azaba;españoles;Menores de 16 años;2
Hombres;37086-Carpio de Azaba;españoles;De 16 a 64 años;41
Hombres;37086-Carpio de Azaba;españoles;De 65 y más años;14
Hombres;37086-Carpio de Azaba;extranjeros;Total;0
Hombres;37086-Carpio de Azaba;extranjeros;Menores de 16 años;0
Hombres;37086-Carpio de Azaba;extranjeros;De 16 a 64 años;0
Hombres;37086-Carpio de Azaba;extranjeros;De 65 y más años;0
Hombres;37087-Carrascal de Barregas;Total;Total;622
Hombres;37087-Carrascal de Barregas;Total;Menores de 16 años;131
Hombres;37087-Carrascal de Barregas;Total;De 16 a 64 años;435
Hombres;37087-Carrascal de Barregas;Total;De 65 y más años;56
Hombres;37087-Carrascal de Barregas;españoles;Total;610
Hombres;37087-Carrascal de Barregas;españoles;Menores de 16 años;130
Hombres;37087-Carrascal de Barregas;españoles;De 16 a 64 años;425
Hombres;37087-Carrascal de Barregas;españoles;De 65 y más años;55
Hombres;37087-Carrascal de Barregas;extranjeros;Total;12
Hombres;37087-Carrascal de Barregas;extranjeros;Menores de 16 años;1
Hombres;37087-Carrascal de Barregas;extranjeros;De 16 a 64 años;10
Hombres;37087-Carrascal de Barregas;extranjeros;De 65 y más años;1
Hombres;37088-Carrascal del Obispo;Total;Total;117
Hombres;37088-Carrascal del Obispo;Total;Menores de 16 años;6
Hombres;37088-Carrascal del Obispo;Total;De 16 a 64 años;72
Hombres;37088-Carrascal del Obispo;Total;De 65 y más años;39
Hombres;37088-Carrascal del Obispo;españoles;Total;116
Hombres;37088-Carrascal del Obispo;españoles;Menores de 16 años;6
Hombres;37088-Carrascal del Obispo;españoles;De 16 a 64 años;71
Hombres;37088-Carrascal del Obispo;españoles;De 65 y más años;39
Hombres;37088-Carrascal del Obispo;extranjeros;Total;1
Hombres;37088-Carrascal del Obispo;extranjeros;Menores de 16 años;0
Hombres;37088-Carrascal del Obispo;extranjeros;De 16 a 64 años;1
Hombres;37088-Carrascal del Obispo;extranjeros;De 65 y más años;0
Hombres;37089-Casafranca;Total;Total;37
Hombres;37089-Casafranca;Total;Menores de 16 años;0
Hombres;37089-Casafranca;Total;De 16 a 64 años;23
Hombres;37089-Casafranca;Total;De 65 y más años;14
Hombres;37089-Casafranca;españoles;Total;36
Hombres;37089-Casafranca;españoles;Menores de 16 años;0
Hombres;37089-Casafranca;españoles;De 16 a 64 años;23
Hombres;37089-Casafranca;españoles;De 65 y más años;13
Hombres;37089-Casafranca;extranjeros;Total;1
Hombres;37089-Casafranca;extranjeros;Menores de 16 años;0
Hombres;37089-Casafranca;extranjeros;De 16 a 64 años;0
Hombres;37089-Casafranca;extranjeros;De 65 y más años;1
Hombres;37090-Casas del Conde, Las;Total;Total;28
Hombres;37090-Casas del Conde, Las;Total;Menores de 16 años;1
Hombres;37090-Casas del Conde, Las;Total;De 16 a 64 años;12
Hombres;37090-Casas del Conde, Las;Total;De 65 y más años;15
Hombres;37090-Casas del Conde, Las;españoles;Total;28
Hombres;37090-Casas del Conde, Las;españoles;Menores de 16 años;1
Hombres;37090-Casas del Conde, Las;españoles;De 16 a 64 años;12
Hombres;37090-Casas del Conde, Las;españoles;De 65 y más años;15
Hombres;37090-Casas del Conde, Las;extranjeros;Total;0
Hombres;37090-Casas del Conde, Las;extranjeros;Menores de 16 años;0
Hombres;37090-Casas del Conde, Las;extranjeros;De 16 a 64 años;0
Hombres;37090-Casas del Conde, Las;extranjeros;De 65 y más años;0
Hombres;37091-Casillas de Flores;Total;Total;94
Hombres;37091-Casillas de Flores;Total;Menores de 16 años;5
Hombres;37091-Casillas de Flores;Total;De 16 a 64 años;48
Hombres;37091-Casillas de Flores;Total;De 65 y más años;41
Hombres;37091-Casillas de Flores;españoles;Total;88
Hombres;37091-Casillas de Flores;españoles;Menores de 16 años;4
Hombres;37091-Casillas de Flores;españoles;De 16 a 64 años;43
Hombres;37091-Casillas de Flores;españoles;De 65 y más años;41
Hombres;37091-Casillas de Flores;extranjeros;Total;6
Hombres;37091-Casillas de Flores;extranjeros;Menores de 16 años;1
Hombres;37091-Casillas de Flores;extranjeros;De 16 a 64 años;5
Hombres;37091-Casillas de Flores;extranjeros;De 65 y más años;0
Hombres;37092-Castellanos de Moriscos;Total;Total;1.339
Hombres;37092-Castellanos de Moriscos;Total;Menores de 16 años;335
Hombres;37092-Castellanos de Moriscos;Total;De 16 a 64 años;937
Hombres;37092-Castellanos de Moriscos;Total;De 65 y más años;67
Hombres;37092-Castellanos de Moriscos;españoles;Total;1.294
Hombres;37092-Castellanos de Moriscos;españoles;Menores de 16 años;327
Hombres;37092-Castellanos de Moriscos;españoles;De 16 a 64 años;902
Hombres;37092-Castellanos de Moriscos;españoles;De 65 y más años;65
Hombres;37092-Castellanos de Moriscos;extranjeros;Total;45
Hombres;37092-Castellanos de Moriscos;extranjeros;Menores de 16 años;8
Hombres;37092-Castellanos de Moriscos;extranjeros;De 16 a 64 años;35
Hombres;37092-Castellanos de Moriscos;extranjeros;De 65 y más años;2
Hombres;37185-Castellanos de Villiquera;Total;Total;343
Hombres;37185-Castellanos de Villiquera;Total;Menores de 16 años;27
Hombres;37185-Castellanos de Villiquera;Total;De 16 a 64 años;229
Hombres;37185-Castellanos de Villiquera;Total;De 65 y más años;87
Hombres;37185-Castellanos de Villiquera;españoles;Total;335
Hombres;37185-Castellanos de Villiquera;españoles;Menores de 16 años;27
Hombres;37185-Castellanos de Villiquera;españoles;De 16 a 64 años;223
Hombres;37185-Castellanos de Villiquera;españoles;De 65 y más años;85
Hombres;37185-Castellanos de Villiquera;extranjeros;Total;8
Hombres;37185-Castellanos de Villiquera;extranjeros;Menores de 16 años;0
Hombres;37185-Castellanos de Villiquera;extranjeros;De 16 a 64 años;6
Hombres;37185-Castellanos de Villiquera;extranjeros;De 65 y más años;2
Hombres;37096-Castillejo de Martín Viejo;Total;Total;127
Hombres;37096-Castillejo de Martín Viejo;Total;Menores de 16 años;9
Hombres;37096-Castillejo de Martín Viejo;Total;De 16 a 64 años;72
Hombres;37096-Castillejo de Martín Viejo;Total;De 65 y más años;46
Hombres;37096-Castillejo de Martín Viejo;españoles;Total;127
Hombres;37096-Castillejo de Martín Viejo;españoles;Menores de 16 años;9
Hombres;37096-Castillejo de Martín Viejo;españoles;De 16 a 64 años;72
Hombres;37096-Castillejo de Martín Viejo;españoles;De 65 y más años;46
Hombres;37096-Castillejo de Martín Viejo;extranjeros;Total;0
Hombres;37096-Castillejo de Martín Viejo;extranjeros;Menores de 16 años;0
Hombres;37096-Castillejo de Martín Viejo;extranjeros;De 16 a 64 años;0
Hombres;37096-Castillejo de Martín Viejo;extranjeros;De 65 y más años;0
Hombres;37097-Castraz;Total;Total;27
Hombres;37097-Castraz;Total;Menores de 16 años;0
Hombres;37097-Castraz;Total;De 16 a 64 años;15
Hombres;37097-Castraz;Total;De 65 y más años;12
Hombres;37097-Castraz;españoles;Total;27
Hombres;37097-Castraz;españoles;Menores de 16 años;0
Hombres;37097-Castraz;españoles;De 16 a 64 años;15
Hombres;37097-Castraz;españoles;De 65 y más años;12
Hombres;37097-Castraz;extranjeros;Total;0
Hombres;37097-Castraz;extranjeros;Menores de 16 años;0
Hombres;37097-Castraz;extranjeros;De 16 a 64 años;0
Hombres;37097-Castraz;extranjeros;De 65 y más años;0
Hombres;37098-Cepeda;Total;Total;166
Hombres;37098-Cepeda;Total;Menores de 16 años;7
Hombres;37098-Cepeda;Total;De 16 a 64 años;96
Hombres;37098-Cepeda;Total;De 65 y más años;63
Hombres;37098-Cepeda;españoles;Total;164
Hombres;37098-Cepeda;españoles;Menores de 16 años;7
Hombres;37098-Cepeda;españoles;De 16 a 64 años;94
Hombres;37098-Cepeda;españoles;De 65 y más años;63
Hombres;37098-Cepeda;extranjeros;Total;2
Hombres;37098-Cepeda;extranjeros;Menores de 16 años;0
Hombres;37098-Cepeda;extranjeros;De 16 a 64 años;2
Hombres;37098-Cepeda;extranjeros;De 65 y más años;0
Hombres;37099-Cereceda de la Sierra;Total;Total;34
Hombres;37099-Cereceda de la Sierra;Total;Menores de 16 años;0
Hombres;37099-Cereceda de la Sierra;Total;De 16 a 64 años;20
Hombres;37099-Cereceda de la Sierra;Total;De 65 y más años;14
Hombres;37099-Cereceda de la Sierra;españoles;Total;33
Hombres;37099-Cereceda de la Sierra;españoles;Menores de 16 años;0
Hombres;37099-Cereceda de la Sierra;españoles;De 16 a 64 años;20
Hombres;37099-Cereceda de la Sierra;españoles;De 65 y más años;13
Hombres;37099-Cereceda de la Sierra;extranjeros;Total;1
Hombres;37099-Cereceda de la Sierra;extranjeros;Menores de 16 años;0
Hombres;37099-Cereceda de la Sierra;extranjeros;De 16 a 64 años;0
Hombres;37099-Cereceda de la Sierra;extranjeros;De 65 y más años;1
Hombres;37100-Cerezal de Peñahorcada;Total;Total;41
Hombres;37100-Cerezal de Peñahorcada;Total;Menores de 16 años;0
Hombres;37100-Cerezal de Peñahorcada;Total;De 16 a 64 años;12
Hombres;37100-Cerezal de Peñahorcada;Total;De 65 y más años;29
Hombres;37100-Cerezal de Peñahorcada;españoles;Total;41
Hombres;37100-Cerezal de Peñahorcada;españoles;Menores de 16 años;0
Hombres;37100-Cerezal de Peñahorcada;españoles;De 16 a 64 años;12
Hombres;37100-Cerezal de Peñahorcada;españoles;De 65 y más años;29
Hombres;37100-Cerezal de Peñahorcada;extranjeros;Total;0
Hombres;37100-Cerezal de Peñahorcada;extranjeros;Menores de 16 años;0
Hombres;37100-Cerezal de Peñahorcada;extranjeros;De 16 a 64 años;0
Hombres;37100-Cerezal de Peñahorcada;extranjeros;De 65 y más años;0
Hombres;37101-Cerralbo;Total;Total;86
Hombres;37101-Cerralbo;Total;Menores de 16 años;1
Hombres;37101-Cerralbo;Total;De 16 a 64 años;39
Hombres;37101-Cerralbo;Total;De 65 y más años;46
Hombres;37101-Cerralbo;españoles;Total;85
Hombres;37101-Cerralbo;españoles;Menores de 16 años;1
Hombres;37101-Cerralbo;españoles;De 16 a 64 años;38
Hombres;37101-Cerralbo;españoles;De 65 y más años;46
Hombres;37101-Cerralbo;extranjeros;Total;1
Hombres;37101-Cerralbo;extranjeros;Menores de 16 años;0
Hombres;37101-Cerralbo;extranjeros;De 16 a 64 años;1
Hombres;37101-Cerralbo;extranjeros;De 65 y más años;0
Hombres;37102-Cerro, El;Total;Total;204
Hombres;37102-Cerro, El;Total;Menores de 16 años;13
Hombres;37102-Cerro, El;Total;De 16 a 64 años;119
Hombres;37102-Cerro, El;Total;De 65 y más años;72
Hombres;37102-Cerro, El;españoles;Total;204
Hombres;37102-Cerro, El;españoles;Menores de 16 años;13
Hombres;37102-Cerro, El;españoles;De 16 a 64 años;119
Hombres;37102-Cerro, El;españoles;De 65 y más años;72
Hombres;37102-Cerro, El;extranjeros;Total;0
Hombres;37102-Cerro, El;extranjeros;Menores de 16 años;0
Hombres;37102-Cerro, El;extranjeros;De 16 a 64 años;0
Hombres;37102-Cerro, El;extranjeros;De 65 y más años;0
Hombres;37103-Cespedosa de Tormes;Total;Total;262
Hombres;37103-Cespedosa de Tormes;Total;Menores de 16 años;32
Hombres;37103-Cespedosa de Tormes;Total;De 16 a 64 años;141
Hombres;37103-Cespedosa de Tormes;Total;De 65 y más años;89
Hombres;37103-Cespedosa de Tormes;españoles;Total;258
Hombres;37103-Cespedosa de Tormes;españoles;Menores de 16 años;32
Hombres;37103-Cespedosa de Tormes;españoles;De 16 a 64 años;137
Hombres;37103-Cespedosa de Tormes;españoles;De 65 y más años;89
Hombres;37103-Cespedosa de Tormes;extranjeros;Total;4
Hombres;37103-Cespedosa de Tormes;extranjeros;Menores de 16 años;0
Hombres;37103-Cespedosa de Tormes;extranjeros;De 16 a 64 años;4
Hombres;37103-Cespedosa de Tormes;extranjeros;De 65 y más años;0
Hombres;37114-Chagarcía Medianero;Total;Total;42
Hombres;37114-Chagarcía Medianero;Total;Menores de 16 años;0
Hombres;37114-Chagarcía Medianero;Total;De 16 a 64 años;23
Hombres;37114-Chagarcía Medianero;Total;De 65 y más años;19
Hombres;37114-Chagarcía Medianero;españoles;Total;41
Hombres;37114-Chagarcía Medianero;españoles;Menores de 16 años;0
Hombres;37114-Chagarcía Medianero;españoles;De 16 a 64 años;22
Hombres;37114-Chagarcía Medianero;españoles;De 65 y más años;19
Hombres;37114-Chagarcía Medianero;extranjeros;Total;1
Hombres;37114-Chagarcía Medianero;extranjeros;Menores de 16 años;0
Hombres;37114-Chagarcía Medianero;extranjeros;De 16 a 64 años;1
Hombres;37114-Chagarcía Medianero;extranjeros;De 65 y más años;0
Hombres;37104-Cilleros de la Bastida;Total;Total;12
Hombres;37104-Cilleros de la Bastida;Total;Menores de 16 años;0
Hombres;37104-Cilleros de la Bastida;Total;De 16 a 64 años;7
Hombres;37104-Cilleros de la Bastida;Total;De 65 y más años;5
Hombres;37104-Cilleros de la Bastida;españoles;Total;12
Hombres;37104-Cilleros de la Bastida;españoles;Menores de 16 años;0
Hombres;37104-Cilleros de la Bastida;españoles;De 16 a 64 años;7
Hombres;37104-Cilleros de la Bastida;españoles;De 65 y más años;5
Hombres;37104-Cilleros de la Bastida;extranjeros;Total;0
Hombres;37104-Cilleros de la Bastida;extranjeros;Menores de 16 años;0
Hombres;37104-Cilleros de la Bastida;extranjeros;De 16 a 64 años;0
Hombres;37104-Cilleros de la Bastida;extranjeros;De 65 y más años;0
Hombres;37106-Cipérez;Total;Total;146
Hombres;37106-Cipérez;Total;Menores de 16 años;8
Hombres;37106-Cipérez;Total;De 16 a 64 años;87
Hombres;37106-Cipérez;Total;De 65 y más años;51
Hombres;37106-Cipérez;españoles;Total;144
Hombres;37106-Cipérez;españoles;Menores de 16 años;7
Hombres;37106-Cipérez;españoles;De 16 a 64 años;86
Hombres;37106-Cipérez;españoles;De 65 y más años;51
Hombres;37106-Cipérez;extranjeros;Total;2
Hombres;37106-Cipérez;extranjeros;Menores de 16 años;1
Hombres;37106-Cipérez;extranjeros;De 16 a 64 años;1
Hombres;37106-Cipérez;extranjeros;De 65 y más años;0
Hombres;37107-Ciudad Rodrigo;Total;Total;6.031
Hombres;37107-Ciudad Rodrigo;Total;Menores de 16 años;800
Hombres;37107-Ciudad Rodrigo;Total;De 16 a 64 años;3.714
Hombres;37107-Ciudad Rodrigo;Total;De 65 y más años;1.517
Hombres;37107-Ciudad Rodrigo;españoles;Total;5.851
Hombres;37107-Ciudad Rodrigo;españoles;Menores de 16 años;764
Hombres;37107-Ciudad Rodrigo;españoles;De 16 a 64 años;3.579
Hombres;37107-Ciudad Rodrigo;españoles;De 65 y más años;1.508
Hombres;37107-Ciudad Rodrigo;extranjeros;Total;180
Hombres;37107-Ciudad Rodrigo;extranjeros;Menores de 16 años;36
Hombres;37107-Ciudad Rodrigo;extranjeros;De 16 a 64 años;135
Hombres;37107-Ciudad Rodrigo;extranjeros;De 65 y más años;9
Hombres;37108-Coca de Alba;Total;Total;50
Hombres;37108-Coca de Alba;Total;Menores de 16 años;0
Hombres;37108-Coca de Alba;Total;De 16 a 64 años;27
Hombres;37108-Coca de Alba;Total;De 65 y más años;23
